,Run,Object,RA,Dec,Equinox,UT,Airm,Instr,Texp sec,Sky PA,Filters etc.,Slit,Grat,CenwA,Comments,night,date,mjd,RA_deg,Dec_deg,search_group
1777,1642344,150P,1:01:09.00,+28:30:15.9,2000.0,21:53,1.0,2  WFC,60.0,180.0,g,,,,,20221121,20221121,59904.91180555556,15.287499999999996,28.504416666666668,104.0
1778,1642345,150P,1:01:08.99,+28:30:15.9,2000.0,21:55,1.0,2  WFC,60.0,180.0,g,,,,,20221121,20221121,59904.913194444445,15.28745833333333,28.504416666666668,104.0
1779,1642346,150P,1:01:09.00,+28:30:16.0,2000.0,21:57,1.0,1  WFC,60.1,180.0,g,,,,,20221121,20221121,59904.91458333333,15.287499999999996,28.504444444444445,104.0
1780,1642347,150P,1:01:09.00,+28:30:15.9,2000.0,22:00,1.0,1  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.916666666664,15.287499999999996,28.504416666666668,104.0
1781,1642348,150P,1:01:09.00,+28:30:16.0,2000.0,22:02,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.91805555556,15.287499999999996,28.504444444444445,104.0
1782,1642349,150P,1:01:09.00,+28:30:16.0,2000.0,22:03,1.0,0  WFC,60.0,180.0,r,,,,,20221121,20221121,59904.91875,15.287499999999996,28.504444444444445,104.0
1783,1642350,150P,1:01:08.99,+28:30:16.0,2000.0,22:05,1.0,0  WFC,60.0,180.0,r,,,,,20221121,20221121,59904.92013888889,15.28745833333333,28.504444444444445,104.0
1784,1642351,150P,1:01:09.00,+28:30:15.9,2000.0,22:07,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.92152777778,15.287499999999996,28.504416666666668,104.0
1785,1642352,150P,1:01:09.00,+28:30:16.0,2000.0,22:09,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.92291666667,15.287499999999996,28.504444444444445,104.0
1786,1642353,150P,1:01:09.00,+28:30:16.0,2000.0,22:11,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.924305555556,15.287499999999996,28.504444444444445,104.0
1787,1642354,150P,1:01:08.99,+28:30:15.9,2000.0,22:12,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.925,15.28745833333333,28.504416666666668,104.0
1788,1642355,150P,1:01:09.00,+28:30:16.0,2000.0,22:14,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.92638888889,15.287499999999996,28.504444444444445,104.0
1789,1642356,150P,1:01:09.00,+28:30:15.9,2000.0,22:16,1.0,0  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.927777777775,15.287499999999996,28.504416666666668,104.0
1790,1642357,7P,3:48:59.00,+01:44:09.9,2000.0,22:27,1.4,5  WFC,60.1,180.0,r,,,,,20221121,20221121,59904.93541666667,57.24583333333332,1.7360833333333334,105.0
1791,1642358,7P,3:48:58.99,+01:44:09.9,2000.0,22:30,1.39,5  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.9375,57.24579166666666,1.7360833333333334,105.0
1792,1642359,7P,3:48:59.00,+01:44:09.9,2000.0,22:33,1.38,2  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.93958333333,57.24583333333332,1.7360833333333334,105.0
1793,1642360,7P,3:48:59.00,+01:44:09.9,2000.0,22:34,1.37,7  WFC,30.1,180.0,r,,,,CCD weirdness lol,20221121,20221121,59904.94027777778,57.24583333333332,1.7360833333333334,105.0
1794,1642361,7P,3:48:59.00,+01:44:09.9,2000.0,22:35,1.37,1  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94097222222,57.24583333333332,1.7360833333333334,105.0
1795,1642362,7P,3:48:59.00,+01:44:10.0,2000.0,22:37,1.36,6  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94236111111,57.24583333333332,1.7361111111111112,105.0
1796,1642363,7P,3:48:59.00,+01:44:09.9,2000.0,22:38,1.36,1  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94305555556,57.24583333333332,1.7360833333333334,105.0
1797,1642364,7P,3:48:59.00,+01:44:09.9,2000.0,22:39,1.35,5  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94375,57.24583333333332,1.7360833333333334,105.0
1798,1642365,7P,3:48:59.00,+01:44:09.9,2000.0,22:41,1.35,0  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94513888889,57.24583333333332,1.7360833333333334,105.0
1799,1642366,7P,3:48:59.00,+01:44:10.0,2000.0,22:42,1.34,5  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94583333333,57.24583333333332,1.7361111111111112,105.0
1800,1642367,7P,3:48:59.00,+01:44:09.9,2000.0,22:43,1.34,0  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.94652777778,57.24583333333332,1.7360833333333334,105.0
1801,1642368,7P,3:48:59.00,+01:44:09.9,2000.0,22:44,1.33,5  WFC,30.1,180.0,r,,,,stellar transit,20221121,20221121,59904.947222222225,57.24583333333332,1.7360833333333334,105.0
1802,1642369,7P,3:48:59.00,+01:44:09.9,2000.0,22:47,1.32,7  WFC,29.6,180.0,g,,,,stellar transit,20221121,20221121,59904.94930555556,57.24583333333332,1.7360833333333334,105.0
1803,1642370,7P,3:48:59.00,+01:44:09.9,2000.0,22:49,1.31,8  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.950694444444,57.24583333333332,1.7360833333333334,105.0
1804,1642371,7P,3:48:58.99,+01:44:09.9,2000.0,22:51,1.31,3  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.95208333333,57.24579166666666,1.7360833333333334,105.0
1805,1642372,7P,3:48:59.00,+01:44:10.0,2000.0,22:52,1.3,9  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.95277777778,57.24583333333332,1.7361111111111112,105.0
1806,1642373,7P,3:48:59.00,+01:44:09.9,2000.0,22:53,1.3,5  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.95347222222,57.24583333333332,1.7360833333333334,105.0
1807,1642374,7P,3:48:59.00,+01:44:10.0,2000.0,22:55,1.3,0  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.95486111111,57.24583333333332,1.7361111111111112,105.0
1808,1642375,7P,3:48:59.00,+01:44:10.0,2000.0,22:56,1.29,6  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.955555555556,57.24583333333332,1.7361111111111112,105.0
1809,1642376,7P,3:48:59.00,+01:44:10.0,2000.0,22:57,1.29,2  WFC,30.1,180.0,g,,,,stellar transit,20221121,20221121,59904.95625,57.24583333333332,1.7361111111111112,105.0
1810,1642377,7P,3:48:59.00,+01:44:10.0,2000.0,22:58,1.28,8  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.95694444444,57.24583333333332,1.7361111111111112,105.0
1811,1642378,7P,3:48:59.00,+01:44:09.9,2000.0,23:00,1.28,4  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.958333333336,57.24583333333332,1.7360833333333334,105.0
1812,1642379,7P,3:48:59.00,+01:44:10.0,2000.0,23:01,1.28,0  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.959027777775,57.24583333333332,1.7361111111111112,105.0
1813,1642380,7P,3:48:59.00,+01:44:09.9,2000.0,23:02,1.27,6  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.95972222222,57.24583333333332,1.7360833333333334,105.0
1814,1642381,7P,3:48:59.00,+01:44:10.0,2000.0,23:04,1.27,2  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.96111111111,57.24583333333332,1.7361111111111112,105.0
1815,1642382,7P,3:48:58.99,+01:44:09.9,2000.0,23:05,1.26,8  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.961805555555,57.24579166666666,1.7360833333333334,105.0
1816,1642383,7P,3:48:59.00,+01:44:10.0,2000.0,23:06,1.26,4  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.9625,57.24583333333332,1.7361111111111112,105.0
1817,1642384,7P,3:48:59.00,+01:44:09.7,2000.0,23:07,1.26,1  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.96319444444,57.24583333333332,1.736027777777778,105.0
1818,1642385,7P,3:48:59.00,+01:44:10.0,2000.0,23:09,1.25,7  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.964583333334,57.24583333333332,1.7361111111111112,105.0
1819,1642386,7P,3:48:59.00,+01:44:09.9,2000.0,23:10,1.25,4  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.96527777778,57.24583333333332,1.7360833333333334,105.0
1820,1642387,7P,3:48:58.98,+01:44:10.0,2000.0,23:11,1.25,0  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.96597222222,57.24574999999999,1.7361111111111112,105.0
1821,1642388,7P,3:48:58.99,+01:44:09.9,2000.0,23:13,1.24,7  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.967361111114,57.24579166666666,1.7360833333333334,105.0
1822,1642389,7P,3:48:59.00,+01:44:10.0,2000.0,23:14,1.24,3  WFC,30.1,180.0,g,,,,,20221121,20221121,59904.96805555555,57.24583333333332,1.7361111111111112,105.0
1823,1642390,7P,3:48:59.00,+01:44:10.0,2000.0,23:16,1.23,8  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.96944444445,57.24583333333332,1.7361111111111112,105.0
1824,1642391,7P,3:48:59.00,+01:44:09.9,2000.0,23:17,1.23,5  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.970138888886,57.24583333333332,1.7360833333333334,105.0
1825,1642392,7P,3:48:59.00,+01:44:10.0,2000.0,23:19,1.23,2  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.97152777778,57.24583333333332,1.7361111111111112,105.0
1826,1642393,7P,3:48:59.00,+01:44:09.9,2000.0,23:20,1.22,9  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.97222222222,57.24583333333332,1.7360833333333334,105.0
1827,1642394,7P,3:48:59.00,+01:44:09.9,2000.0,23:21,1.22,6  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.972916666666,57.24583333333332,1.7360833333333334,105.0
1828,1642395,7P,3:48:59.00,+01:44:10.0,2000.0,23:22,1.22,3  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.97361111111,57.24583333333332,1.7361111111111112,105.0
1829,1642396,7P,3:48:59.00,+01:44:09.9,2000.0,23:24,1.22,0  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.975,57.24583333333332,1.7360833333333334,105.0
1830,1642397,7P,3:48:59.00,+01:44:10.0,2000.0,23:25,1.21,7  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.975694444445,57.24583333333332,1.7361111111111112,105.0
1831,1642398,7P,3:48:59.00,+01:44:09.9,2000.0,23:26,1.21,4  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.97638888889,57.24583333333332,1.7360833333333334,105.0
1832,1642399,7P,3:48:58.99,+01:44:10.0,2000.0,23:28,1.21,1  WFC,30.1,180.0,r,,,,,20221121,20221121,59904.97777777778,57.24579166666666,1.7361111111111112,105.0
1833,1642400,7P,3:48:59.00,+01:44:10.0,2000.0,23:31,1.2,3  WFC,60.1,180.0,U,,,,CCD weirdness again,20221121,20221121,59904.97986111111,57.24583333333332,1.7361111111111112,105.0
1834,1642401,7P,3:48:59.00,+01:44:10.0,2000.0,23:35,1.19,5  WFC,70.1,180.0,U,,,,,20221121,20221121,59904.98263888889,57.24583333333332,1.7361111111111112,105.0
1835,1642402,7P,3:48:58.99,+01:44:09.9,2000.0,23:43,1.18,0  WFC,180.0,180.0,U,,,,,20221121,20221121,59904.98819444444,57.24579166666666,1.7360833333333334,105.0
1836,1642403,7P,3:48:58.80,+01:44:09.8,2000.0,23:48,1.17,2  WFC,180.0,180.0,U,,,,,20221121,20221121,59904.99166666667,57.24499999999999,1.7360555555555557,105.0
1837,1642404,7P,3:48:58.66,+01:44:09.8,2000.0,23:52,1.16,6  WFC,180.0,180.0,U,,,,,20221121,20221121,59904.99444444444,57.24441666666666,1.7360555555555557,105.0
1838,1642405,7P,3:48:58.53,+01:44:09.7,2000.0,23:55,1.16,1  WFC,180.0,180.0,U,,,,,20221121,20221121,59904.99652777778,57.243874999999996,1.736027777777778,105.0
1839,1642406,7P,3:48:58.39,+01:44:09.7,2000.0,23:59,1.15,6  WFC,180.0,180.0,U,,,,,20221121,20221121,59904.99930555555,57.24329166666666,1.736027777777778,105.0
1840,1642407,7P,3:48:58.25,+01:44:09.7,2000.0,00:03,1.15,1  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.00208333333,57.242708333333326,1.736027777777778,105.0
1841,1642408,7P,3:48:58.12,+01:44:09.6,2000.0,00:07,1.14,7  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.00486111111,57.242166666666655,1.736,105.0
1842,1642409,7P,3:48:57.98,+01:44:09.4,2000.0,00:11,1.14,3  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.00763888889,57.241583333333324,1.7359444444444445,105.0
1843,1642410,7P,3:48:57.84,+01:44:09.3,2000.0,00:14,1.14,0  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.009722222225,57.24099999999999,1.7359166666666668,105.0
1844,1642411,7P,3:48:57.71,+01:44:09.3,2000.0,00:18,1.13,7  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.0125,57.24045833333332,1.7359166666666668,105.0
1845,1642412,7P,3:48:57.57,+01:44:09.2,2000.0,00:22,1.13,4  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.01527777778,57.23987499999999,1.735888888888889,105.0
1846,1642413,7P,3:48:59.00,+01:44:09.9,2000.0,00:26,1.13,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.018055555556,57.24583333333332,1.7360833333333334,105.0
1847,1642414,7P,3:48:59.00,+01:44:09.9,2000.0,00:30,1.12,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.020833333336,57.24583333333332,1.7360833333333334,105.0
1848,1642415,7P,3:48:59.00,+01:44:09.9,2000.0,00:32,1.12,8  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02222222222,57.24583333333332,1.7360833333333334,105.0
1849,1642416,7P,3:48:59.00,+01:44:10.0,2000.0,00:33,1.12,8  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02291666667,57.24583333333332,1.7361111111111112,105.0
1850,1642417,7P,3:48:59.00,+01:44:09.9,2000.0,00:34,1.12,7  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02361111111,57.24583333333332,1.7360833333333334,105.0
1851,1642418,7P,3:48:59.00,+01:44:09.9,2000.0,00:36,1.12,6  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.025,57.24583333333332,1.7360833333333334,105.0
1852,1642419,7P,3:48:59.00,+01:44:09.9,2000.0,00:37,1.12,6  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02569444444,57.24583333333332,1.7360833333333334,105.0
1853,1642420,7P,3:48:59.00,+01:44:09.9,2000.0,00:38,1.12,5  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02638888889,57.24583333333332,1.7360833333333334,105.0
1854,1642421,7P,3:48:58.99,+01:44:09.9,2000.0,00:39,1.12,5  WFC,29.6,180.0,r,,,,,20221121,20221122,59905.027083333334,57.24579166666666,1.7360833333333334,105.0
1855,1642422,7P,3:48:59.00,+01:44:10.0,2000.0,00:41,1.12,4  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02847222222,57.24583333333332,1.7361111111111112,105.0
1856,1642423,7P,3:48:59.00,+01:44:10.0,2000.0,00:42,1.12,4  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.02916666667,57.24583333333332,1.7361111111111112,105.0
1857,1642424,7P,3:48:58.99,+01:44:09.9,2000.0,00:44,1.12,3  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03055555555,57.24579166666666,1.7360833333333334,105.0
1858,1642425,7P,3:48:58.99,+01:44:09.9,2000.0,00:46,1.12,3  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03194444445,57.24579166666666,1.7360833333333334,105.0
1859,1642426,7P,3:48:59.00,+01:44:09.9,2000.0,00:47,1.12,3  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.032638888886,57.24583333333332,1.7360833333333334,105.0
1860,1642427,7P,3:48:58.99,+01:44:09.9,2000.0,00:48,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03333333333,57.24579166666666,1.7360833333333334,105.0
1861,1642428,7P,3:48:58.99,+01:44:10.4,2000.0,00:50,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03472222222,57.24579166666666,1.7362222222222223,105.0
1862,1642429,7P,3:48:59.00,+01:44:10.0,2000.0,00:51,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.035416666666,57.24583333333332,1.7361111111111112,105.0
1863,1642430,7P,3:48:59.00,+01:44:10.0,2000.0,00:52,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03611111111,57.24583333333332,1.7361111111111112,105.0
1864,1642431,7P,3:48:58.99,+01:44:09.9,2000.0,00:53,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03680555556,57.24579166666666,1.7360833333333334,105.0
1865,1642432,7P,3:48:59.00,+01:44:10.0,2000.0,00:55,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.038194444445,57.24583333333332,1.7361111111111112,105.0
1866,1642433,7P,3:48:59.00,+01:44:10.0,2000.0,00:56,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03888888889,57.24583333333332,1.7361111111111112,105.0
1867,1642434,7P,3:48:59.00,+01:44:10.0,2000.0,00:57,1.12,2  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.03958333333,57.24583333333332,1.7361111111111112,105.0
1868,1642435,7P,3:48:59.00,+01:44:09.9,2000.0,00:59,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.040972222225,57.24583333333332,1.7360833333333334,105.0
1869,1642436,7P,3:48:59.00,+01:44:09.9,2000.0,01:01,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04236111111,57.24583333333332,1.7360833333333334,105.0
1870,1642437,7P,3:48:59.00,+01:44:09.9,2000.0,01:02,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04305555556,57.24583333333332,1.7360833333333334,105.0
1871,1642438,7P,3:48:59.00,+01:44:09.9,2000.0,01:03,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04375,57.24583333333332,1.7360833333333334,105.0
1872,1642439,7P,3:48:59.00,+01:44:09.9,2000.0,01:05,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04513888889,57.24583333333332,1.7360833333333334,105.0
1873,1642440,7P,3:48:58.99,+01:44:09.9,2000.0,01:06,1.12,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04583333333,57.24579166666666,1.7360833333333334,105.0
1874,1642441,7P,3:48:59.00,+01:44:09.9,2000.0,01:07,1.12,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04652777778,57.24583333333332,1.7360833333333334,105.0
1875,1642442,7P,3:48:58.99,+01:44:10.0,2000.0,01:08,1.12,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04722222222,57.24579166666666,1.7361111111111112,105.0
1876,1642443,7P,3:48:59.00,+01:44:10.0,2000.0,01:10,1.12,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.04861111111,57.24583333333332,1.7361111111111112,105.0
1877,1642444,7P,3:48:59.00,+01:44:09.9,2000.0,01:11,1.12,4  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.049305555556,57.24583333333332,1.7360833333333334,105.0
1878,1642445,7P,3:48:58.97,+01:44:09.9,2000.0,01:17,1.12,6  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.05347222222,57.245708333333326,1.7360833333333334,105.0
1879,1642446,7P,3:48:58.83,+01:44:09.9,2000.0,01:21,1.12,8  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.05625,57.24512499999999,1.7360833333333334,105.0
1880,1642447,7P,3:48:58.69,+01:44:09.8,2000.0,01:25,1.13,1  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.05902777778,57.244541666666656,1.7360555555555557,105.0
1881,1642448,7P,3:48:58.56,+01:44:09.8,2000.0,01:29,1.13,3  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.06180555555,57.24399999999999,1.7360555555555557,105.0
1882,1642449,7P,3:48:58.42,+01:44:09.7,2000.0,01:32,1.13,6  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.063888888886,57.24341666666666,1.736027777777778,105.0
1883,1642450,7P,3:48:58.29,+01:44:09.6,2000.0,01:36,1.13,9  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.066666666666,57.24287499999999,1.736,105.0
1884,1642451,7P,3:48:58.15,+01:44:09.5,2000.0,01:40,1.14,2  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.069444444445,57.24229166666665,1.7359722222222222,105.0
1885,1642452,7P,3:48:58.01,+01:44:09.5,2000.0,01:44,1.14,6  WFC,179.5,180.0,U,,,,,20221121,20221122,59905.072222222225,57.24170833333333,1.7359722222222222,105.0
1886,1642453,7P,3:48:57.87,+01:44:09.4,2000.0,01:47,1.15,0  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.07430555556,57.24112499999999,1.7359444444444445,105.0
1887,1642454,7P,3:48:57.74,+01:44:09.3,2000.0,01:51,1.15,5  WFC,180.0,180.0,U,,,,,20221121,20221122,59905.07708333333,57.24058333333332,1.7359166666666668,105.0
1888,1642455,7P,3:48:57.51,+01:44:09.2,2000.0,01:58,1.16,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08194444444,57.23962499999999,1.735888888888889,105.0
1889,1642456,7P,3:48:57.46,+01:44:09.2,2000.0,01:59,1.16,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08263888889,57.23941666666666,1.735888888888889,105.0
1890,1642457,7P,3:48:57.42,+01:44:09.2,2000.0,02:00,1.16,5  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.083333333336,57.23924999999999,1.735888888888889,105.0
1891,1642458,7P,3:48:57.37,+01:44:09.1,2000.0,02:02,1.16,7  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08472222222,57.23904166666665,1.735861111111111,105.0
1892,1642459,7P,3:48:57.33,+01:44:09.1,2000.0,02:03,1.16,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08541666667,57.23887499999999,1.735861111111111,105.0
1893,1642460,7P,3:48:57.28,+01:44:09.1,2000.0,02:04,1.17,1  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08611111111,57.23866666666665,1.735861111111111,105.0
1894,1642461,7P,3:48:57.23,+01:44:09.1,2000.0,02:05,1.17,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.086805555555,57.23845833333333,1.735861111111111,105.0
1895,1642462,7P,3:48:57.18,+01:44:09.0,2000.0,02:07,1.17,5  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08819444444,57.238249999999994,1.7358333333333333,105.0
1896,1642463,7P,3:48:57.14,+01:44:09.0,2000.0,02:08,1.17,7  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.08888888889,57.23808333333332,1.7358333333333333,105.0
1897,1642464,7P,3:48:57.09,+01:44:09.0,2000.0,02:09,1.17,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.089583333334,57.237874999999995,1.7358333333333333,105.0
1898,1642465,7P,3:48:56.86,+01:44:08.9,2000.0,02:16,1.19,0  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.09444444445,57.23691666666666,1.7358055555555556,105.0
1899,1642466,7P,3:48:56.81,+01:44:08.9,2000.0,02:17,1.19,3  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.095138888886,57.236708333333326,1.7358055555555556,105.0
1900,1642467,7P,3:48:56.76,+01:44:08.8,2000.0,02:18,1.19,5  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.09583333333,57.236499999999985,1.7357777777777779,105.0
1901,1642468,7P,3:48:56.72,+01:44:08.8,2000.0,02:20,1.19,8  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.09722222222,57.23633333333333,1.7357777777777779,105.0
1902,1642469,7P,3:48:56.67,+01:44:08.8,2000.0,02:21,1.2,0  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.097916666666,57.23612499999999,1.7357777777777779,105.0
1903,1642470,7P,3:48:56.62,+01:44:08.8,2000.0,02:22,1.2,3  WFC,30.0,180.0,i,,,,,20221121,20221122,59905.09861111111,57.235916666666654,1.7357777777777779,105.0
1904,1642471,7P,3:48:56.58,+01:44:08.7,2000.0,02:24,1.2,5  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.1,57.23574999999999,1.7357500000000001,105.0
1905,1642472,7P,3:48:56.53,+01:44:08.7,2000.0,02:25,1.2,8  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.100694444445,57.235541666666656,1.7357500000000001,105.0
1906,1642473,7P,3:48:56.49,+01:44:08.7,2000.0,02:26,1.21,1  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.10138888889,57.23537499999999,1.7357500000000001,105.0
1907,1642474,7P,3:48:56.44,+01:44:08.6,2000.0,02:27,1.21,4  WFC,30.1,180.0,i,,,,,20221121,20221122,59905.10208333333,57.23516666666666,1.7357222222222224,105.0
1908,1642475,7P,3:48:56.28,+01:44:08.6,2000.0,02:32,1.22,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.10555555556,57.23449999999999,1.7357222222222224,105.0
1909,1642476,7P,3:48:56.24,+01:44:08.6,2000.0,02:33,1.22,6  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.10625,57.234333333333325,1.7357222222222224,105.0
1910,1642477,7P,3:48:56.19,+01:44:08.5,2000.0,02:34,1.22,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.106944444444,57.23412499999999,1.7356944444444444,105.0
1911,1642478,7P,3:48:56.14,+01:44:08.5,2000.0,02:36,1.23,3  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.10833333333,57.23391666666666,1.7356944444444444,105.0
1912,1642479,7P,3:48:56.10,+01:44:08.5,2000.0,02:37,1.23,6  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.10902777778,57.233749999999986,1.7356944444444444,105.0
1913,1642480,7P,3:48:56.05,+01:44:08.5,2000.0,02:38,1.23,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.10972222222,57.23354166666666,1.7356944444444444,105.0
1914,1642481,7P,3:48:56.01,+01:44:08.5,2000.0,02:39,1.24,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.11041666667,57.23337499999999,1.7356944444444444,105.0
1915,1642482,7P,3:48:59.00,+01:44:10.0,2000.0,02:41,1.24,5  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.111805555556,57.24583333333332,1.7361111111111112,105.0
1916,1642483,7P,3:48:58.99,+01:44:10.0,2000.0,02:42,1.24,9  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.1125,57.24579166666666,1.7361111111111112,105.0
1917,1642484,7P,3:48:59.00,+01:44:09.9,2000.0,02:43,1.25,2  WFC,30.1,180.0,r,,,,,20221121,20221122,59905.11319444444,57.24583333333332,1.7360833333333334,105.0
1918,1642485,26P,4:49:26.00,+03:36:36.9,2000.0,02:54,1.13,8  WFC,60.1,180.0,r,,,,,20221121,20221122,59905.120833333334,72.35833333333332,3.61025,106.0
1919,1642486,26P,4:49:25.99,+03:36:36.9,2000.0,02:57,1.14,3  WFC,180.0,180.0,r,,,,,20221121,20221122,59905.12291666667,72.35829166666664,3.61025,106.0
